country_name,country_code,continent,LifeExpNo_00_1975,LifeExp_00_1975,LE_00_1975,LifeExpNo_00_2010,LifeExp_00_2010,LE_00_2010,LifeExpNo_45_2050,LifeExp_45_2050,LE_45_2050,LifeExpNo_85_2050,LifeExp_85_2050,LE_85_2050
Philippines,PHL,Asia,61.70366807154862,61.69859471407419,0.999492664252557,70.75420147520478,70.716073496251,0.9961872021046219,75.44557767308838,75.35415001285037,0.9908572339761988,75.44557767308838,75.33387929296492,0.9888301619876543
Papua New Guinea,PNG,Asia,55.03917613078525,55.02986961623734,0.9990693485452091,63.03950076499526,62.969226072966094,0.9929725307970834,69.88064399219338,69.71722568269921,0.9836581690505823,69.88064399219338,69.67729615702196,0.9796652164828572
Poland,POL,Europe,70.43929543452272,70.39323671959897,0.9953941285076254,76.31745380274053,76.18641536249314,0.9868961559752606,82.85660936946746,82.58256806965703,0.9725958700189565,82.85660936946746,82.52327511349772,0.9666665744030254
"Korea, Democratic Peoples Republic of",PRK,Asia,63.52621216759801,63.5054910380519,0.9979278870453889,70.4186803125779,70.36384283557044,0.9945162522992532,77.45691357621394,77.31545986181038,0.9858546285596447,77.45691357621394,77.29919850623322,0.9842284930019289
Portugal,PRT,Europe,68.84598978020824,68.83875630334063,0.9992766523132388,80.03499180629646,80.0011870658922,0.9966195259595736,86.15875191718469,86.0857695530682,0.9927017635883516,86.15875191718469,86.06621503556228,0.9907463118377592
Paraguay,PRY,America,63.445175182087326,63.43627523331075,0.9991100051223427,71.88725244290012,71.8656713312512,0.9978418888351086,77.60250242774565,77.55971144628938,0.9957209018543736,77.60250242774565,77.56528693432537,0.9962784506579723
Palestine,PSE,Asia,58.63452472754167,58.63180849941822,0.9997283771876553,73.00449814823142,72.99299149266966,0.998849334443824,80.38083587359745,80.35588668824953,0.9975050814652079,80.38083587359745,80.34891050069622,0.9968074627098773
Qatar,QAT,Asia,69.00761348782645,68.99589574070619,0.9988282252879742,78.42509312256031,78.33653301306268,0.9911439890502365,85.82799999630535,85.4423799715223,0.9614379975216949,85.82799999630535,85.40804127197377,0.9580041275668421
Romania,ROU,Europe,69.08068707104293,69.01110031626,0.9930413245217068,73.99589391918019,73.80113689269061,0.9805242973510417,81.52857812350629,81.11239655852174,0.9583818435015445,81.52857812350629,81.0664883986339,0.9537910275127601
Russia,RUS,Europe,67.17985090458825,66.75538122296709,0.9575530318378839,69.38604067999947,68.48382574698674,0.9097785066987271,78.74540000584739,76.56769337633934,0.7822293370491948,78.74540000584739,76.16496442932994,0.7419564423482555
Rwanda,RWA,Africa,44.69786280657792,44.6825264157374,0.9984663609159476,62.53965882041907,62.442530630512934,0.9902871810093863,71.9760902542318,71.75105847767918,0.9774968223447373,71.9760902542318,71.71904533424214,0.9742955080010333
Saudi Arabia,SAU,Asia,58.06803181546328,58.06678257568834,0.9998750760225065,75.76291819051902,75.75116131832795,0.9988243127808929,82.92115066156063,82.88453468796939,0.9963384026408761,82.92115066156063,82.88046981718303,0.9959319155622396
Sudan,SDN,Africa,53.37688644567401,53.36739075690804,0.9990504311234026,63.01609088948172,62.97607149619924,0.9959980606717522,69.27283166012958,69.19303194576128,0.9920200285631694,69.27283166012958,69.1805910368055,0.9907759376675912
Senegal,SEN,Africa,44.09869629375857,44.08267634743646,0.998398005367789,64.61538562386424,64.51710128115502,0.9901715657290779,76.4292449561462,76.14837080927241,0.97191258531262,76.4292449561462,76.1180233052024,0.9688778349056193
Sierra Leone,SLE,Africa,41.17260302045711,41.155057607866425,0.9982454587409315,53.693244885094224,53.58210330402446,0.9888858418930233,65.5469982026735,65.22459953255499,0.9677601329881483,65.5469982026735,65.2115141047931,0.9664515902119589
El Salvador,SLV,America,54.87464206882924,54.8736575567148,0.9999015487885557,71.84778569791212,71.83861024947551,0.9990824551563392,78.26838869020546,78.24356624615187,0.9975177555946416,78.26838869020546,78.23554077488696,0.9967152084681501
Somalia,SOM,Africa,44.18191351489261,44.15028931824136,0.9968375803348757,50.56304034391944,50.26822922510264,0.9705188881183198,63.252830734216126,62.3422096578035,0.9089378923587376,63.252830734216126,62.254363007009985,0.900153227279386
Serbia,SRB,Europe,68.29940351471049,68.27066345105634,0.9971259936345845,74.37532271629131,74.30431221965439,0.9928989503363084,81.71454909447462,81.54663982957078,0.983209073509616,81.71454909447462,81.54066297054464,0.9826113876070025
South Sudan,SSD,Africa,36.745820986641945,36.716688050276765,0.9970867063634821,54.81175157328274,54.70416555123087,0.9892413977948131,62.64243854563757,62.47514369415613,0.9832705148518563,62.64243854563757,62.4834796372235,0.9841041091585936
Suriname,SUR,America,61.04933254633563,61.04860861135133,0.99992760650157,69.89448841151624,69.87673274936324,0.9982244337847007,76.54982088412734,76.50331835519758,0.9953497471070236,76.54982088412734,76.49060236164537,0.994078147751803
Slovakia,SVK,Europe,70.30352228536586,70.18893443419088,0.9885412148825026,75.49503290910425,75.18146874260279,0.9686435833498536,82.75231284166688,82.04623096422374,0.929391812255686,82.75231284166688,81.96870409842668,0.9216391256759806
Slovenia,SVN,Europe,69.47026076537769,69.44628362790361,0.9976022862525923,79.7038827251304,79.61042706879937,0.9906544343668969,86.15030796850439,85.95232755622044,0.9802019587716047,86.15030796850439,85.93120155345656,0.9780893584952167
Sweden,SWE,Europe,74.97666939706357,74.95904419513177,0.9982374798068193,81.51865907558648,81.43171801272374,0.9913058937137251,87.04603949924282,86.84414008769419,0.9798100588451362,87.04603949924282,86.79946885655283,0.9753429357310012
Swaziland,SWZ,Africa,53.82397489920521,53.75550648324042,0.9931531584035206,46.61913242874984,46.532353178978305,0.9913220750228462,66.35805073178646,66.04791689513692,0.9689866163350459,66.35805073178646,66.03450509761336,0.9676454365826899
Syrian Arab Republic,SYR,Asia,63.53782929697058,63.532908514818445,0.9995079217847866,73.88082154849582,73.85262766151632,0.9971806113020506,76.60645950014451,76.55455669989172,0.994809719974721,76.60645950014451,76.54285660929264,0.9936397109148132
Chad,TCD,Africa,41.872126924612054,41.84165690596132,0.9969529981349268,49.58425963626261,49.44639312341817,0.986213348715556,58.33732614651681,57.99795708581748,0.9660630939300674,58.33732614651681,57.978145049224224,0.9640818902707415
Togo,TGO,Africa,48.72863864636016,48.698717152672884,0.9970078506312724,57.304239032032235,57.221723915588015,0.9917484883555779,66.97581046337125,66.75000539911791,0.9774194935746664,66.97581046337125,66.78040663355112,0.9804596170179878
Thailand,THA,Asia,61.27187395660355,61.26906340805083,0.9997189451447284,76.13129092062893,76.12010269646126,0.9988811775832331,84.57656790095727,84.54854245609312,0.9971974555135844,84.57656790095727,84.54454155477252,0.996797365381525
Tajikistan,TJK,Asia,58.876090876327375,58.865767819163025,0.998967694283565,67.74198267691995,67.71055185361493,0.9968569176694985,75.10409592290931,75.04282628846705,0.9938730365557745,75.10409592290931,75.0275254079172,0.9923429485007886
Turkmenistan,TKM,Asia,59.52519537132673,59.37161924877333,0.9846423877446597,68.29326559706033,67.79402883268338,0.9500763235623054,73.06202364803798,72.20694326474286,0.9144919616704883,73.06202364803798,72.06654734831291,0.900452370027493
Trinidad and Tobago,TTO,America,66.78635395594131,66.7862179214684,0.9999863965527098,72.72542054177016,72.71680977564696,0.9991389233876802,79.19498505049872,79.1713788611933,0.9976393810694588,79.19498505049872,79.16952408580057,0.9974539035301859
Tunisia,TUN,Africa,59.46830554329515,59.464899592210436,0.9996594048915284,75.42058784496545,75.40595373399674,0.9985365889031286,82.36880887170737,82.33923798078798,0.9970429109080612,82.36880887170737,82.33582853119074,0.9967019659483369
Turkey,TUR,Europe,59.49655223809721,59.4940550805306,0.9997502842433391,75.06933889203098,75.05696476213285,0.9987625870101866,83.67803709281378,83.64931232564716,0.9971275232833378,83.67803709281378,83.64238612052313,0.9964349027709346
Taiwan,TWN,Asia,70.96479257346276,70.96007511170647,0.9995282538243714,79.17097921736095,79.15336935751206,0.9982390140151111,85.62448476013601,85.57989291878987,0.9955408158653853,85.62448476013601,85.57465133155031,0.9950166571414301
United Republic of Tanzania,TZA,Africa,48.72194288351636,48.70155201908932,0.9979609135572958,60.10483607223697,60.00750716117948,0.9902671088942512,72.97236787251104,72.7456865869015,0.9773318714390455,72.97236787251104,72.69640210226387,0.9724034229752831
Uganda,UGA,Africa,46.26727208651991,46.24440634238339,0.9977134255863482,57.0546859230573,56.97170468122335,0.9917018758166052,68.37549249588783,68.22924310107615,0.9853750605188324,68.37549249588783,68.20686032071433,0.98313678248265
Ukraine,UKR,Asia,69.54000651361747,69.20027487827329,0.9660268364655821,70.6207232702809,69.91359746238588,0.9292874192104975,79.5719214289612,78.0456638750462,0.8473742446084997,79.5719214289612,77.85921450740375,0.8287293078442545
Uruguay,URY,America,69.33465075809161,69.32320857989636,0.9988557821804747,76.85800638137107,76.83423916166132,0.9976232780290246,82.39969920725785,82.3647851280216,0.9965085920763741,82.39969920725785,82.35980123945079,0.9960102032192936
United States,USA,America,72.53367607466235,72.51475712354069,0.9981081048878337,78.77238677457639,78.71597150247331,0.9943584727896919,83.71689589669728,83.59953438749251,0.988263849079523,83.71689589669728,83.577024700837,0.986012880413972
Uzbekistan,UZB,Asia,62.180558412936165,62.141762123882465,0.99612037109463,69.23538367181638,69.11137643036523,0.9875992758548847,74.93057737814114,74.71360796295433,0.978303058481319,74.93057737814114,74.67037322622934,0.9739795848088206
Venezuela,VEN,America,67.07539854690766,67.07433611655819,0.9998937569650522,72.89009232954957,72.8827824079062,0.9992690078356631,77.59211269771126,77.5740473449409,0.9981934647229636,77.59211269771126,77.56883376519461,0.9976721067483354
Viet Nam,VNM,Asia,62.882188185000416,62.87710423611387,0.9994916051113456,73.51264511660989,73.4964452050574,0.998380008844751,79.2484951625318,79.21176643026715,0.9963271267735351,79.2484951625318,79.20796974875199,0.9959474586220196
XKX,XKX,XKX,66.13442294199182,66.13442294199182,1.0,77.62995922402318,77.62995922402318,1.0,83.81577617533844,83.81577617533844,1.0,83.81577617533844,83.81577617533844,1.0
Yemen,YEM,Asia,45.2447786055276,45.240819104965304,0.9996040499437704,67.27997028567775,67.24237174044762,0.9962401454769875,71.08841445932175,70.99684719613931,0.990843273681756,71.08841445932175,70.98889980193188,0.9900485342610125
South Africa,ZAF,Africa,57.51183167988602,57.46438064243573,0.9952548962549705,58.898750111628665,58.79566029951768,0.9896910187889013,69.99570959387165,69.75539736532946,0.9759687771457806,69.99570959387165,69.75539736532946,0.9759687771457806
Zambia,ZMB,Africa,54.23865237967496,54.202476912423585,0.9963824532748624,56.799087261069545,56.695110743231076,0.9896023482161531,67.57066686507315,67.3123563869018,0.9741689521828647,67.57066686507315,67.28751273186165,0.9716845866788504
Zimbabwe,ZWE,Africa,57.55211515257386,57.52991908341716,0.9977803930843301,50.652328691990924,50.62392658896141,0.9971597896970487,65.67598942462273,65.56770933895818,0.9891719914335454,65.67598942462273,65.55571587056947,0.9879726445946744
